name,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,team,is_penalty_taker,is_starter,price,points,position,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,pred_points
תומאש ואצליק,7,586,0,0,0.0,6.48,1.0,0.93,0.0,0.0,0.0,Tomás Vaclik,צ`כיה,0,1,6,0,GK,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.8570983325541531,3.7329053865475856,"(0, 3)",2.0
אדם דייויס,0,11,0,0,0.0,6.13,0.0,0.015,0.0,0.0,0.0,Adam Davies,וויילס,0,0,3,0,GK,איטליה,1.0,0.8999999999999999,2.9600000000000004,0.48,-0.48300000000000004,0.5631873358955819,2.8132060345455874,"(0, 2)",0.0
וויין הנסי,4,360,0,0,0.0,6.58,0.5,0.5,0.0,0.0,0.0,Danny Ward,וויילס,0,0,4,0,GK,איטליה,1.0,0.8999999999999999,2.9600000000000004,0.48,-0.48300000000000004,0.5631873358955819,2.8132060345455874,"(0, 2)",0.0
קרייג גורדון,2,180,0,0,0.0,6.66,0.25,0.25,0.0,0.0,0.0,Craig Gordon,סקוטלנד,0,0,5,0,GK,קרואטיה,1.1333333333333362,2.000000000000004,1.7000000000000002,1.05,-0.36800000000000005,0.8809446955024758,2.4316508937960073,"(0, 2)",0.0
דייויד מרשל,7,630,0,0,0.0,6.62,0.875,0.875,0.0,0.0,0.0,David Marshall,סקוטלנד,0,1,3,0,GK,קרואטיה,1.1333333333333362,2.000000000000004,1.7000000000000002,1.05,-0.36800000000000005,0.8809446955024758,2.4316508937960073,"(0, 2)",3.0
ג'ון מקלולין,4,406,0,0,0.55,6.735,0.5,0.564,0.0,0.0,0.0,Kenny McLean,סקוטלנד,0,0,3,0,GK,קרואטיה,1.1333333333333362,2.000000000000004,1.7000000000000002,1.05,-0.36800000000000005,0.8809446955024758,2.4316508937960073,"(0, 2)",0.0
דושאן קוציאק,3,270,0,0,0.0,6.135,0.429,0.429,0.0,0.0,0.0,Dusan Kuciak,סלובקיה,0,0,3,0,GK,ספרד,1.2000000000000002,1.44,2.4800000000000004,0.6,-0.658,0.6303845345660855,3.42477721474751,"(0, 3)",0.0
מארק רודאק,3,270,0,0,0.0,7.28,0.429,0.429,0.0,0.0,0.0,Marek Rodák,סלובקיה,0,0,3,0,GK,ספרד,1.2000000000000002,1.44,2.4800000000000004,0.6,-0.658,0.6303845345660855,3.42477721474751,"(0, 3)",0.0
מרטין דוברבקה,1,90,0,0,0.0,7.3,0.143,0.143,0.0,0.0,0.0,Martin Dúbravka,סלובקיה,0,0,5,0,GK,ספרד,1.2000000000000002,1.44,2.4800000000000004,0.6,-0.658,0.6303845345660855,3.42477721474751,"(0, 3)",0.0
לוקאס הרדצקי,6,540,0,0,0.2,7.03,0.75,0.765,0.0,0.0,0.0,Lukás Hrádecky,פינלנד,0,1,4,0,GK,בלגיה,1.2800000000000002,1.2,3.2,0.36,-0.871,0.5235769243048239,5.070877031231993,"(0, 5)",0.0
דנש דיבוס,5,450,0,0,0.0,6.69,0.625,0.625,0.0,0.0,0.0,Dénes Dibusz,הונגריה,0,1,3,0,GK,גרמניה,1.04,1.56,3.0,1.05,-0.608,0.7489965596330275,3.76984126984127,"(0, 3)",2.0
פיטר גולאצ'י,4,360,0,0,0.0,6.015,0.5,0.5,0.0,0.0,0.0,Péter Gulácsi,הונגריה,0,0,4,0,GK,גרמניה,1.04,1.56,3.0,1.05,-0.608,0.7489965596330275,3.76984126984127,"(0, 3)",0.0
דמיאן סיסקובסקי,5,469,0,0,0.0,6.68,0.556,0.619,0.0,0.0,0.0,Damjan Siskovski,צפון מקדוניה,0,1,3,0,GK,הולנד,1.0,1.4000000000000041,2.4000000000000004,1.05,-0.716,0.6994677221236522,3.5540591096146694,"(0, 3)",2.0
סטולה דימיטרייבסקי,4,337,0,0,0.0,6.155,0.444,0.445,0.0,0.0,0.0,Stole Dimitrievski,צפון מקדוניה,0,0,4,0,GK,הולנד,1.0,1.4000000000000041,2.4000000000000004,1.05,-0.716,0.6994677221236522,3.5540591096146694,"(0, 3)",0.0
בנז'מין פבאר,5,450,1,0,0.6,7.335,0.556,0.556,0.071,0.0,0.045,Benjamin Pavard,צרפת,0,0,9,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",0.0
קלמון לנגלה,3,270,0,0,0.75,6.91,0.333,0.333,0.0,0.0,0.0,Clément Lenglet,צרפת,0,0,6,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",0.0
קורט זומה,1,135,0,0,0.5,6.555,0.111,0.167,0.0,0.0,0.0,Kurt Zouma,צרפת,0,0,7,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",0.0
לוקה דין,3,308,0,2,0.0,7.235,0.333,0.38,0.0,0.25,0.091,Lucas Digne,צרפת,0,0,7,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",0.0
לוקאס הרננדז,6,503,0,0,0.6,6.645,0.667,0.621,0.0,0.0,0.0,Lucas Hernández,צרפת,0,1,9,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",4.0
לאו דובואה,2,178,0,0,0.0,6.775,0.222,0.22,0.0,0.0,0.0,Léo Dubois,צרפת,0,0,6,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",0.0
פרסנל קמפמבה,6,540,0,0,0.65,7.045,0.667,0.667,0.0,0.0,0.0,Presnel Kimpembe,צרפת,0,1,9,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",4.0
רפאל וראן,7,586,0,0,0.75,6.8,0.778,0.723,0.0,0.0,0.0,Raphael Varane,צרפת,0,1,10,0,D,פורטוגל,2.0,0.72,2.2,0.8999999999999999,0.134,1.58834483514076,1.3430227210008279,"(1, 1)",4.0
בן צ'ילוול,3,218,0,1,0.25,6.795,0.375,0.309,0.0,0.077,0.034,Ben Chilwell,אנגליה,0,0,9,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",0.0
קונור קודי,3,270,0,0,0.25,6.81,0.375,0.382,0.0,0.0,0.0,Conor Coady,אנגליה,0,0,5,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",0.0
הארי מגווייר,5,391,1,0,0.75,6.93,0.625,0.554,0.062,0.0,0.034,Harry Maguire,אנגליה,0,1,8,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",7.388640803795702
ג'ון סטונס,3,226,0,1,0.7,6.53,0.375,0.32,0.0,0.077,0.034,John Stones,אנגליה,0,0,8,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",0.0
קירן טריפייר,5,470,0,1,0.1,6.795,0.625,0.666,0.0,0.077,0.034,Kieran Trippier,אנגליה,0,1,6,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",6.862301144292492
קייל ווקר,7,584,0,0,0.55,6.61,0.875,0.827,0.0,0.0,0.0,Kyle Walker,אנגליה,0,1,8,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",6.0
לוק שואו,1,90,0,1,0.0,7.91,0.125,0.127,0.0,0.077,0.034,Luke Shaw,אנגליה,0,0,6,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",0.0
ריס ג'יימס,2,151,0,1,0.5,6.585,0.25,0.214,0.0,0.077,0.034,Reece James,אנגליה,0,0,5,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",0.0
טיירון מינגס,1,215,0,0,0.0,6.47,0.125,0.305,0.0,0.0,0.0,Tyrone Mings,אנגליה,0,0,6,0,D,צ`כיה,3.7,0.8999999999999999,1.3,1.65,0.436,3.7329053865475856,0.8570983325541531,"(3, 0)",0.0
דדריק בויאטה,2,226,0,0,0.0,6.275,0.222,0.279,0.0,0.0,0.0,Dedryck Boyata,בלגיה,0,0,6,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",0.0
יאן ורטונגן,7,604,0,0,0.0,7.055,0.778,0.746,0.0,0.0,0.0,Jan Vertonghen,בלגיה,0,1,8,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",6.0
ג'ייסון דנאייר,8,721,1,0,0.1,6.735,0.889,0.89,0.036,0.0,0.021,Jason Denayer,בלגיה,0,1,7,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",7.09530943874611
תומא מונייה,6,540,0,2,0.4,7.305,0.667,0.667,0.0,0.1,0.042,Thomas Meunier,בלגיה,0,1,8,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",7.521263109369598
תומאס ורמאלן,1,46,0,0,0.0,6.3,0.111,0.057,0.0,0.0,0.0,Thomas Vermaelen,בלגיה,0,0,7,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",0.0
טימותי קסטאן,3,298,0,0,0.75,6.45,0.333,0.368,0.0,0.0,0.0,Timothy Castagne,בלגיה,0,0,6,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",0.0
טובי אלדרווירלד,9,810,0,1,0.75,7.105,1.0,1.0,0.0,0.05,0.021,Toby Alderweireld,בלגיה,0,1,8,0,D,פינלנד,3.2,0.36,1.2800000000000002,1.2,0.871,5.070877031231993,0.5235769243048239,"(5, 0)",6.7606315546847995
דייגו יורנטה,1,46,0,0,0.0,6.04,0.143,0.072,0.0,0.0,0.0,Diego Llorente,ספרד,0,0,5,0,D,סלובקיה,2.4800000000000004,0.6,1.2000000000000002,1.44,0.658,3.42477721474751,0.6303845345660855,"(3, 0)",0.0
אריק גרסיה,3,342,0,0,0.35,6.625,0.429,0.534,0.0,0.0,0.0,Eric García,ספרד,0,0,7,0,D,סלובקיה,2.4800000000000004,0.6,1.2000000000000002,1.44,0.658,3.42477721474751,0.6303845345660855,"(3, 0)",0.0
ג'ורדי אלבה,2,180,0,3,0.5,7.63,0.286,0.281,0.0,0.188,0.086,Jordi Alba,ספרד,0,0,9,0,D,סלובקיה,2.4800000000000004,0.6,1.2000000000000002,1.44,0.658,3.42477721474751,0.6303845345660855,"(3, 0)",0.0
חוסה גאיה,4,360,1,2,0.35,6.74,0.571,0.562,0.053,0.125,0.086,José Gayà,ספרד,0,0,6,0,D,סלובקיה,2.4800000000000004,0.6,1.2000000000000002,1.44,0.658,3.42477721474751,0.6303845345660855,"(3, 0)",0.0
מרקוס יורנטה,2,205,0,0,0.7,6.65,0.286,0.32,0.0,0.0,0.0,Marcos Llorente,ספרד,0,0,9,0,D,סלובקיה,2.4800000000000004,0.6,1.2000000000000002,1.44,0.658,3.42477721474751,0.6303845345660855,"(3, 0)",0.0
פאו טורס,6,540,0,0,0.2,6.89,0.857,0.842,0.0,0.0,0.0,Pau Torres,ספרד,0,1,8,0,D,סלובקיה,2.4800000000000004,0.6,1.2000000000000002,1.44,0.658,3.42477721474751,0.6303845345660855,"(3, 0)",6.0
אנטוניו רודיגר,8,720,0,1,0.85,6.83,1.0,0.982,0.0,0.083,0.037,Antonio Rüdiger,גרמניה,0,1,9,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",6.938690476190477
אמרה צ'אן,4,386,0,0,0.75,6.83,0.5,0.527,0.0,0.0,0.0,Emre Can,גרמניה,0,0,7,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",0.0
לוקאס קלוסטרמן,4,360,0,0,0.25,6.84,0.5,0.491,0.0,0.0,0.0,Lukas Klostermann,גרמניה,0,0,6,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",0.0
מרסל הלסטנברג,1,123,0,0,0.0,6.33,0.125,0.168,0.0,0.0,0.0,Marcel Halstenberg,גרמניה,0,0,7,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",0.0
מתיאס גינטר,8,733,1,2,0.6,6.59,1.0,1.0,0.067,0.167,0.111,Matthias Ginter,גרמניה,0,1,8,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",9.404166666666667
רובין גוסנס,4,281,0,1,0.15,6.38,0.5,0.383,0.0,0.083,0.037,Robin Gosens,גרמניה,0,0,7,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",0.0
רובין קוך,2,181,0,0,0.3,6.02,0.25,0.247,0.0,0.0,0.0,Robin Koch,גרמניה,0,0,5,0,D,הונגריה,3.0,1.05,1.04,1.56,0.608,3.76984126984127,0.7489965596330275,"(3, 0)",0.0
ז'וזה פונטה,3,270,0,0,1.0,6.455,0.333,0.333,0.0,0.0,0.0,José Fonte,פורטוגל,0,0,7,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",0.0
ז'ואאו קאנסלו,7,632,1,2,1.25,7.285,0.778,0.78,0.059,0.143,0.097,João Cancelo,פורטוגל,0,1,8,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",5.051586790543648
נונו מנדש,2,198,0,0,0.3,7.28,0.222,0.244,0.0,0.0,0.0,Nuno Mendes,פורטוגל,0,0,7,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",0.0
נלסון סמדו,2,180,0,0,0.5,7.53,0.222,0.222,0.0,0.0,0.0,Nélson Semedo,פורטוגל,0,0,6,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",0.0
פפה,4,360,0,1,1.0,7.43,0.444,0.444,0.0,0.071,0.032,Pepe,פורטוגל,0,0,7,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",0.0
רפאל גריירו,5,449,0,1,1.0,7.23,0.556,0.554,0.0,0.071,0.032,Raphael Guerreiro,פורטוגל,0,0,8,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",0.0
רובן דיאס,9,810,2,0,0.9,7.05,1.0,1.0,0.118,0.0,0.065,Rúben Dias,פורטוגל,0,1,8,0,D,צרפת,2.2,0.8999999999999999,2.0,0.72,-0.134,1.3430227210008279,1.58834483514076,"(1, 1)",4.950860086468586
אלסנדרו באסטוני,3,269,0,0,0.5,7.185,0.333,0.332,0.0,0.0,0.0,Alessandro Bastoni,איטליה,0,0,8,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
אלסנדרו פלורנצי,6,491,0,1,0.55,6.89,0.667,0.606,0.0,0.1,0.043,Alessandro Florenzi,איטליה,0,1,8,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",6.843961810363677
אמרסון,5,401,0,0,1.75,7.23,0.556,0.495,0.0,0.0,0.0,Emerson,איטליה,0,0,7,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
פרנצ'סקו אצ'רבי,5,451,0,0,0.9,6.97,0.556,0.557,0.0,0.0,0.0,Francesco Acerbi,איטליה,0,0,6,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
ג'יורג'יו קייליני,3,270,0,0,0.0,7.57,0.333,0.333,0.0,0.0,0.0,Giorgio Chiellini,איטליה,0,0,7,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
ג'ובאני די לורנצו,0,68,0,0,0.5,6.475,0.0,0.084,0.0,0.0,0.0,Giovanni Di Lorenzo,איטליה,0,0,6,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
לאונרדו בונוצ'י,6,540,0,0,0.75,7.045,0.667,0.667,0.0,0.0,0.0,Leonardo Bonucci,איטליה,0,1,8,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",6.0
לאונרדו ספינצולה,3,320,0,0,0.6,7.03,0.333,0.395,0.0,0.0,0.0,Leonardo Spinazzola,איטליה,0,0,7,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
רפאל טולוי,1,90,0,0,0.0,7.12,0.111,0.111,0.0,0.0,0.0,Rafael Tolói,איטליה,0,0,6,0,D,וויילס,2.9600000000000004,0.48,1.0,0.8999999999999999,0.48300000000000004,2.8132060345455874,0.5631873358955819,"(2, 0)",0.0
דיילי בלינד,7,563,0,0,0.65,6.555,0.778,0.695,0.0,0.0,0.0,Daley Blind,הולנד,0,1,8,0,D,צפון מקדוניה,2.4000000000000004,1.05,1.0,1.4000000000000041,0.716,3.5540591096146694,0.6994677221236522,"(3, 0)",6.0
דנזל דמפריס,4,344,0,2,0.5,6.795,0.444,0.425,0.0,0.143,0.062,Denzel Dumfries,הולנד,0,0,8,0,D,צפון מקדוניה,2.4000000000000004,1.05,1.0,1.4000000000000041,0.716,3.5540591096146694,0.6994677221236522,"(3, 0)",0.0
יואל פלטמן,2,193,0,0,0.0,6.68,0.222,0.238,0.0,0.0,0.0,Joël Veltman,הולנד,0,0,7,0,D,צפון מקדוניה,2.4000000000000004,1.05,1.0,1.4000000000000041,0.716,3.5540591096146694,0.6994677221236522,"(3, 0)",0.0
מתייס דה ליכט,3,270,0,0,1.7,7.61,0.333,0.333,0.0,0.0,0.0,Matthijs de Ligt,הולנד,0,0,8,0,D,צפון מקדוניה,2.4000000000000004,1.05,1.0,1.4000000000000041,0.716,3.5540591096146694,0.6994677221236522,"(3, 0)",0.0
נייתן אקה,3,265,0,0,0.5,6.7,0.333,0.327,0.0,0.0,0.0,Nathan Aké,הולנד,0,0,6,0,D,צפון מקדוניה,2.4000000000000004,1.05,1.0,1.4000000000000041,0.716,3.5540591096146694,0.6994677221236522,"(3, 0)",0.0
אואן וינדאל,4,361,0,2,0.75,7.085,0.444,0.446,0.0,0.143,0.062,Owen Wijndal,הולנד,0,0,8,0,D,צפון מקדוניה,2.4000000000000004,1.05,1.0,1.4000000000000041,0.716,3.5540591096146694,0.6994677221236522,"(3, 0)",0.0
