name,price,points,position,team,Apps,Mins,Goals,Assists,SpG,Rating,Apps_percentage,Mins_percentage,Goals_percentage,Assists_percentage,GnA_percentage,name_e,is_penalty_taker,is_starter,team_pr,team_gfpg,team_gapg,opponent,gfpg,gapg,opponent_gfpg,opponent_gapg,pr_diff,pred_GF,pred_GA,pred_score,pred_points
יוסיפ ברקאלו,7,0,M,קרואטיה,4,455,2,2,1.15,6.62,0.444,0.562,0.167,0.25,0.2,Josip Brekalo,0,0,0.556,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.368,2.432,0.881,"(2, 0)",0.0
מרסלו ברוזוביץ',7,0,M,קרואטיה,4,389,0,0,0.75,6.635,0.444,0.48,0.0,0.0,0.0,Marcelo Brozovic,0,1,0.556,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.368,2.432,0.881,"(2, 0)",2.0
מריו פשאליץ',6,0,M,קרואטיה,5,379,1,0,1.6,6.425,0.556,0.468,0.083,0.0,0.05,Mario Pasalic,0,0,0.556,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.368,2.432,0.881,"(2, 0)",0.0
מתאו קובאצ'יץ',6,0,M,קרואטיה,7,638,2,1,0.5,7.18,0.778,0.788,0.167,0.125,0.15,Mateo Kovacic,0,0,0.556,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.368,2.432,0.881,"(2, 0)",0.0
מילאן באדלי,5,0,M,קרואטיה,2,100,0,0,0.0,6.3,0.222,0.123,0.0,0.0,0.0,Milan Badelj,0,0,0.556,1.7,1.05,סקוטלנד,1.7,1.05,1.133,2.000000000000004,0.368,2.432,0.881,"(2, 0)",0.0
פיוטר זיילינסקי,9,0,M,פולין,6,525,0,1,0.5,6.64,0.75,0.698,0.0,0.077,0.038,Piotr Zielinski,0,1,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",2.26
גז'גוז' קריכוביאק,6,0,M,פולין,8,678,0,1,1.05,6.675,1.0,0.902,0.0,0.077,0.038,Grzegorz Krychowiak,0,0,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",0.0
יאקוב מודר,6,0,M,פולין,4,318,1,0,0.4,6.56,0.5,0.423,0.077,0.0,0.038,Jakub Moder,0,0,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",0.0
מתאוש קליש,5,0,M,פולין,4,336,0,1,0.2,6.39,0.5,0.447,0.0,0.077,0.038,Mateusz Klich,0,1,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",2.26
קרול לינטי,5,0,M,פולין,2,197,1,0,1.2,6.58,0.25,0.262,0.077,0.0,0.038,Karol Linetty,0,0,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",0.0
פז'מיסלב פלאשטה,4,0,M,פולין,1,106,0,0,2.0,6.605,0.125,0.141,0.0,0.0,0.0,Przemyslaw Placheta,0,0,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",0.0
קספר קוזלובסקי,4,0,M,פולין,0,17,0,0,1.0,6.5,0.0,0.023,0.0,0.0,0.0,Kacper Kozlowski,0,0,0.436,1.44,0.6,שבדיה,1.44,0.6,1.84,1.08,-0.18,1.128,1.382,"(1, 1)",0.0
שרדאן שאקירי,9,0,M,שווייץ,4,324,1,1,1.5,7.085,0.571,0.514,0.1,0.125,0.111,Xherdan Shaqiri,0,1,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",2.989
אדמילסון פרננדס,6,0,M,שווייץ,1,143,0,0,0.0,6.46,0.143,0.227,0.0,0.0,0.0,Edimilson Fernandes,0,0,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",0.0
אדמיר מחמדי,6,0,M,שווייץ,1,88,0,0,0.35,6.145,0.143,0.14,0.0,0.0,0.0,Admir Mehmedi,0,0,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",0.0
גרניט ג'אקה,6,0,M,שווייץ,7,630,0,1,1.1,6.965,1.0,1.0,0.0,0.125,0.056,Granit Xhaka,0,1,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",2.424
רובן ורגאס,6,0,M,שווייץ,2,218,0,0,1.5,6.545,0.286,0.346,0.0,0.0,0.0,Ruben Vargas,0,0,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",0.0
רמו פרוילר,6,0,M,שווייץ,5,413,2,1,0.6,7.0,0.714,0.656,0.2,0.125,0.167,Remo Freuler,0,1,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",3.555
דניס זקאריה,5,0,M,שווייץ,0,40,0,0,1.0,6.32,0.0,0.063,0.0,0.0,0.0,Denis Zakaria,0,0,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",0.0
סטיבן צובר,5,0,M,שווייץ,4,304,1,0,0.95,6.7,0.571,0.483,0.1,0.0,0.056,Steven Zuber,0,0,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",0.0
ג'יבריל סו,4,0,M,שווייץ,3,268,0,0,0.7,6.205,0.429,0.425,0.0,0.0,0.0,Djibril Sow,0,0,0.635,1.9,0.8999999999999999,טורקיה,1.9,0.8999999999999999,1.44,0.36,0.001,1.131,1.169,"(1, 1)",0.0
כריסטיאן אריקסן,9,0,M,דנמרק,8,733,4,0,2.05,7.055,0.889,0.957,0.2,0.0,0.129,Christian Eriksen,1,1,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",5.625
אנדראס סקוב אולסן,7,0,M,דנמרק,1,118,2,2,0.65,6.81,0.111,0.154,0.1,0.182,0.129,Andreas Skov Olsen,0,0,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",0.0
רוברט סקוב,6,0,M,דנמרק,4,350,2,0,1.75,7.145,0.444,0.457,0.1,0.0,0.065,Robert Skov,0,0,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",0.0
פייר-אמיל הויביירג,5,0,M,דנמרק,6,555,1,2,0.7,7.44,0.667,0.725,0.05,0.182,0.097,Pierre-Emile Højbjerg,0,1,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",3.722
תומאס דילייני,5,0,M,דנמרק,8,685,0,2,0.75,7.2,0.889,0.894,0.0,0.182,0.065,Thomas Delaney,0,1,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",3.181
מיקל דמסגארד,4,0,M,דנמרק,1,90,2,2,6.0,10.0,0.111,0.117,0.1,0.182,0.129,Mikkel Damsgaard,0,0,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",0.0
מתיאס ינסן,4,0,M,דנמרק,2,168,1,0,0.5,7.34,0.222,0.219,0.05,0.0,0.032,Mathias Jensen,0,0,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",0.0
אנדרס כריסטיאנסן,3,0,M,דנמרק,8,676,0,0,0.25,7.005,0.889,0.883,0.0,0.0,0.0,Andreas Christensen,0,0,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",0.0
כריסטיאן נורגורד,3,0,M,דנמרק,2,153,0,0,0.15,6.68,0.222,0.2,0.0,0.0,0.0,Christian Nørgaard,0,0,0.746,2.3,0.8999999999999999,רוסיה,2.3,0.8999999999999999,2.0,0.96,0.38,2.165,1.163,"(2, 1)",0.0
הקאן צ'לאנולו,8,0,M,טורקיה,8,659,3,4,2.45,7.32,1.0,0.972,0.188,0.444,0.28,Hakan Calhanoglu,0,1,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",4.655
יוסוף יאזיצ'י,7,0,M,טורקיה,4,389,0,1,1.9,6.565,0.5,0.574,0.0,0.111,0.04,Yusuf Yazici,0,1,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",2.39
אוזאן טופאן,6,0,M,טורקיה,8,660,3,0,1.6,7.215,1.0,0.973,0.188,0.0,0.12,Ozan Tufan,0,1,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",3.096
ג'נגיז אונדר,6,0,M,טורקיה,2,226,1,0,2.8,7.12,0.25,0.333,0.062,0.0,0.04,Cengiz Ünder,0,0,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",0.0
אירפאן קאבג'י,5,0,M,טורקיה,1,97,0,0,0.0,6.29,0.125,0.143,0.0,0.0,0.0,Irfan Can Kahveci,0,0,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",0.0
עבדולקאדר עומור,5,0,M,טורקיה,0,13,0,0,0.0,5.98,0.0,0.019,0.0,0.0,0.0,Abdülkadir Ömür,0,0,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",0.0
אוקאי יוקושלו,4,0,M,טורקיה,5,460,0,0,0.5,6.825,0.625,0.678,0.0,0.0,0.0,Okay Yokuslu,0,1,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",2.0
אורקון קוקג'ו,4,0,M,טורקיה,1,67,0,0,0.5,6.21,0.125,0.099,0.0,0.0,0.0,Orkun Kökcü,0,0,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",0.0
טיילאן אנטליאלי,4,0,M,טורקיה,0,71,0,0,0.3,6.19,0.0,0.105,0.0,0.0,0.0,Taylan Antalyali,0,0,0.634,1.44,0.36,שווייץ,1.44,0.36,1.9,0.8999999999999999,-0.001,1.169,1.131,"(1, 1)",0.0
דויד אלאבה,8,0,M,אוסטריה,7,604,0,1,1.3,6.965,0.778,0.759,0.0,0.091,0.04,David Alaba,0,1,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",2.294
מרסל זביצר,8,0,M,אוסטריה,6,540,1,0,3.25,6.73,0.667,0.678,0.071,0.0,0.04,Marcel Sabitzer,1,1,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",3.846
כריסטוף באומגרטנר,7,0,M,אוסטריה,7,616,2,2,3.25,7.52,0.778,0.774,0.143,0.182,0.16,Christoph Baumgartner,0,1,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",3.36
לואיס שאוב,6,0,M,אוסטריה,1,119,1,0,0.75,6.785,0.111,0.149,0.071,0.0,0.04,Louis Schaub,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
אלסנדרו שוף,5,0,M,אוסטריה,1,103,1,0,1.5,6.91,0.111,0.129,0.071,0.0,0.04,Alessandro Schöpf,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
ולנטינו לזארו,5,0,M,אוסטריה,0,25,0,0,0.0,5.92,0.0,0.031,0.0,0.0,0.0,Valentino Lazaro,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
יוליאן באומגרטלינגר,5,0,M,אוסטריה,5,399,0,0,0.3,6.53,0.556,0.501,0.0,0.0,0.0,Julian Baumgartlinger,0,1,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",2.0
פלוריאן גריליץ',5,0,M,אוסטריה,3,274,0,0,0.5,6.71,0.333,0.344,0.0,0.0,0.0,Florian Grillitsch,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
קסאבר שלאגר,5,0,M,אוסטריה,8,680,0,0,0.85,6.295,0.889,0.854,0.0,0.0,0.0,Xaver Schlager,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
שטפן אילזנקר,5,0,M,אוסטריה,7,596,0,0,0.55,6.76,0.778,0.749,0.0,0.0,0.0,Stefan Ilsanker,0,0,0.427,1.52,1.08,אוקראינה,1.52,1.08,1.7,0.6,0.028,1.08,1.365,"(1, 1)",0.0
אלכסיי מירנצ'וק,7,0,M,רוסיה,2,231,0,1,0.25,6.57,0.25,0.325,0.0,0.091,0.038,Aleksey Miranchuk,0,1,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",2.317
אלכסנדר גולובין,7,0,M,רוסיה,3,229,0,0,1.0,7.37,0.375,0.322,0.0,0.0,0.0,Aleksandr Golovin,0,1,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",2.0
דניס צ'רישב,6,0,M,רוסיה,1,86,1,0,1.7,6.17,0.125,0.121,0.067,0.0,0.038,Denis Cheryshev,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
אלכסיי איאונוב,5,0,M,רוסיה,5,370,0,0,0.5,5.815,0.625,0.52,0.0,0.0,0.0,Aleksey Ionov,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
אנדריי מוסטובוי,5,0,M,רוסיה,0,132,0,0,0.35,6.065,0.0,0.186,0.0,0.0,0.0,Andrey Mostovoy,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
דאלר קוזיאייב,5,0,M,רוסיה,8,599,1,3,0.9,6.97,1.0,0.842,0.067,0.273,0.154,Daler Kuzyaev,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
מגומד אוזדויב,5,0,M,רוסיה,8,711,1,0,0.75,6.86,1.0,1.0,0.067,0.0,0.038,Magomed Ozdoev,0,1,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",2.388
רומן זובנין,5,0,M,רוסיה,5,439,0,2,1.0,7.01,0.625,0.617,0.0,0.182,0.077,Roman Zobnin,0,1,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",2.634
ריפאט ז'מאלטדינוב,5,0,M,רוסיה,2,177,0,0,0.3,6.37,0.25,0.249,0.0,0.0,0.0,Rifat Zhemaletdinov,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
דניל פומין,3,0,M,רוסיה,1,69,0,1,1.0,6.56,0.125,0.097,0.0,0.091,0.038,Daniil Fomin,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
מקסים מוחין,3,0,M,רוסיה,0,4,0,0,0.0,6.06,0.0,0.006,0.0,0.0,0.0,Maksim Mukhin,0,0,0.366,2.0,0.96,דנמרק,2.0,0.96,2.3,0.8999999999999999,-0.38,1.163,2.165,"(1, 2)",0.0
ויקטור ציגנקוב,8,0,M,אוקראינה,1,128,1,0,0.7,6.4,0.143,0.203,0.125,0.0,0.067,Viktor Tsygankov,0,0,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",0.0
אנדרי ירמולנקו,7,0,M,אוקראינה,4,328,1,1,1.3,6.77,0.571,0.521,0.125,0.143,0.133,Andriy Yarmolenko,0,1,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",3.438
רוסלן מלינובסקי,7,0,M,אוקראינה,7,630,1,0,3.0,6.9,1.0,1.0,0.125,0.0,0.067,Ruslan Malinovskiy,0,1,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",2.853
מארלוס,6,0,M,אוקראינה,2,222,0,0,0.85,6.475,0.286,0.352,0.0,0.0,0.0,Marlos Romero Bonfim,0,0,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",0.0
אלכסנדר זובקוב,5,0,M,אוקראינה,3,245,0,1,0.85,6.355,0.429,0.389,0.0,0.143,0.067,Oleksandr Zubkov,0,1,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",2.585
טארס סטפננקו,5,0,M,אוקראינה,2,159,0,0,0.5,7.04,0.286,0.252,0.0,0.0,0.0,Taras Stepanenko,0,1,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",2.0
יבגני מקרנקו,5,0,M,אוקראינה,2,195,0,0,0.0,6.645,0.286,0.31,0.0,0.0,0.0,Yevhenii Makarenko,0,0,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",0.0
סרגיי סידורצ'וק,5,0,M,אוקראינה,4,317,1,0,0.25,6.76,0.571,0.503,0.125,0.0,0.067,Serhiy Sydorchuk,0,0,0.399,1.7,0.6,אוסטריה,1.7,0.6,1.52,1.08,-0.028,1.365,1.08,"(1, 1)",0.0
אמיל פורסברג,9,0,M,שבדיה,6,545,0,1,2.4,6.895,0.75,0.781,0.0,0.167,0.067,Emil Forsberg,0,1,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",2.691
דז'אן קולוסבסקי,7,0,M,שבדיה,6,549,1,0,0.85,6.32,0.75,0.787,0.111,0.0,0.067,Dejan Kulusevski,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
ויקטור קלאסון,7,0,M,שבדיה,4,354,2,0,1.0,6.955,0.5,0.507,0.222,0.0,0.133,Viktor Claesson,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
קן סמה,6,0,M,שבדיה,0,2,0,0,0.0,6.15,0.0,0.003,0.0,0.0,0.0,Ken Sema,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
מתיאס סוואנברג,5,0,M,שבדיה,0,29,0,0,0.5,6.11,0.0,0.042,0.0,0.0,0.0,Mattias Svanberg,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
סבסטיאן לארסון,5,0,M,שבדיה,5,436,1,1,0.85,6.85,0.625,0.625,0.111,0.167,0.133,Sebastian Larsson,1,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
אלבין אקדל,4,0,M,שבדיה,4,359,0,0,0.5,6.31,0.5,0.514,0.0,0.0,0.0,Albin Ekdal,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
גוסטב סוונסון,4,0,M,שבדיה,1,44,0,0,0.0,5.1,0.125,0.063,0.0,0.0,0.0,Gustav Svensson,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
ינס קאיוסטה,4,0,M,שבדיה,0,3,0,0,0.0,6.34,0.0,0.004,0.0,0.0,0.0,Jens Cajuste,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
כריסטופר אולסון,4,0,M,שבדיה,8,698,0,0,0.5,6.58,1.0,1.0,0.0,0.0,0.0,Kristoffer Olsson,0,0,0.616,1.84,1.08,פולין,1.84,1.08,1.44,0.6,0.18,1.382,1.128,"(1, 1)",0.0
תומאש סוצ'ק,7,0,M,צ`כיה,7,630,4,0,1.9,7.745,1.0,1.0,0.267,0.0,0.148,Tomas Soucek,0,1,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",3.143
אנטונין באראק,6,0,M,צ`כיה,2,148,1,0,0.35,6.445,0.286,0.235,0.067,0.0,0.037,Antonin Barak,0,0,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
ולדימיר דארידה,6,0,M,צ`כיה,7,624,1,3,1.65,7.36,1.0,0.99,0.067,0.25,0.148,Vladimír Darida,1,1,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",4.389
יאקוב יאנקטו,6,0,M,צ`כיה,6,432,1,3,2.65,7.025,0.857,0.686,0.067,0.25,0.148,Jakub Jankto,0,1,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",2.929
יאקוב פשק,4,0,M,צ`כיה,1,76,1,0,3.0,7.18,0.143,0.121,0.067,0.0,0.037,Jakub Pesek,0,0,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
לוקאס מאסופוסט,4,0,M,צ`כיה,5,389,0,0,0.35,6.395,0.714,0.617,0.0,0.0,0.0,Lukas Masopust,0,1,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",2.0
תומאש הולש,4,0,M,צ`כיה,3,247,0,0,0.65,6.44,0.429,0.392,0.0,0.0,0.0,Tomás Holes,0,0,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
אלכס קראל,3,0,M,צ`כיה,5,437,0,0,1.0,6.8,0.714,0.694,0.0,0.0,0.0,Alex Kral,0,1,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",2.0
פטר שבצ'יק,3,0,M,צ`כיה,0,51,0,0,0.0,6.13,0.0,0.081,0.0,0.0,0.0,Petr Sevcik,0,0,0.433,1.3,1.65,אנגליה,1.3,1.65,3.7,0.8999999999999999,-0.436,0.857,3.733,"(0, 3)",0.0
סטיבן ברחאוס,10,0,M,הולנד,4,385,2,3,3.0,7.96,0.444,0.475,0.111,0.214,0.156,Steven Berghuis,0,0,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",0.0
ג'ורג'יניו ווינאלדום,8,0,M,הולנד,9,773,4,1,3.05,7.305,1.0,0.954,0.222,0.071,0.156,Georginio Wijnaldum,0,1,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",6.711
דייבי קלאסן,8,0,M,הולנד,4,337,1,2,2.25,7.15,0.444,0.416,0.056,0.143,0.094,Davy Klaassen,0,1,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",4.51
קווינסי פרומס,8,0,M,הולנד,3,277,0,0,1.5,6.59,0.333,0.342,0.0,0.0,0.0,Quincy Promes,0,0,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",0.0
דוני ואן דה ביק,7,0,M,הולנד,2,233,2,0,0.7,6.505,0.222,0.288,0.111,0.0,0.062,Donny van de Beek,0,0,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",0.0
פרנקי דה יונג,7,0,M,הולנד,9,810,0,0,0.35,7.415,1.0,1.0,0.0,0.0,0.0,Frenkie de Jong,0,1,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",2.0
מרטן דה רון,5,0,M,הולנד,4,332,0,0,0.5,6.54,0.444,0.41,0.0,0.0,0.0,Marten de Roon,0,0,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",0.0
ריאן חראוונברש,5,0,M,הולנד,0,64,0,0,0.0,6.49,0.0,0.079,0.0,0.0,0.0,Ryan Gravenberch,0,0,0.744,2.4,1.05,צפון מקדוניה,2.4,1.05,1.0,1.4000000000000041,0.716,3.554,0.699,"(3, 0)",0.0
מארק האמשיק,8,0,M,סלובקיה,4,310,1,0,1.5,6.7,0.571,0.492,0.111,0.0,0.062,Marek Hamsik,1,1,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",3.81
אונדרי דודה,6,0,M,סלובקיה,5,419,0,1,0.75,6.875,0.714,0.665,0.0,0.143,0.062,Ondrej Duda,0,1,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",2.27
רוברט מאק,6,0,M,סלובקיה,4,312,2,1,0.85,7.03,0.571,0.495,0.222,0.143,0.188,Róbert Mak,0,1,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",2.971
לוקאש הראסלין,5,0,M,סלובקיה,2,203,0,0,1.0,6.16,0.286,0.322,0.0,0.0,0.0,Lukás Haraslín,0,0,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",0.0
פטריק הרושובסקי,5,0,M,סלובקיה,5,499,0,0,0.25,6.635,0.714,0.792,0.0,0.0,0.0,Patrik Hrosovsky,0,0,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",0.0
מאתוש ברו,4,0,M,סלובקיה,3,190,0,1,0.5,6.655,0.429,0.302,0.0,0.143,0.062,Matús Bero,0,0,0.128,1.2,1.44,ספרד,1.2,1.44,2.48,0.6,-0.658,0.63,3.425,"(0, 3)",0.0
